"","BabyID","Date","Time","BottleAmount","PumpingL","PumpingR","BreastfeedingL","BreastFeedingR","DurationSlept","DurationCried"
"216","1469675","2015-08-11","22:45:00+02:00",125,NA,NA,NA,NA,NA,NA
"217","1469675","2015-08-12","05:15:00+02:00",110,NA,NA,NA,NA,NA,NA
"218","1469675","2015-08-12","08:45:00+02:00",135,NA,NA,NA,NA,NA,NA
"219","1469675","2015-08-12","09:45:00+02:00",110,NA,NA,NA,NA,NA,NA
"220","1469675","2015-08-12","14:00:00+02:00",120,NA,NA,NA,NA,NA,NA
"221","1469675","2015-08-12","17:00:00+02:00",135,NA,NA,NA,NA,NA,NA
"222","1469675","2015-08-12","19:30:00+02:00",80,NA,NA,NA,NA,NA,NA
"223","1469675","2015-08-12","23:00:00+02:00",80,NA,NA,NA,NA,NA,NA
"224","1469675","2015-08-13","04:30:00+02:00",115,NA,NA,NA,NA,NA,NA
"225","1469675","2015-08-13","08:30:00+02:00",115,NA,NA,NA,NA,NA,NA
"226","1469675","2015-08-13","11:30:00+02:00",110,NA,NA,NA,NA,NA,NA
"227","1469675","2015-08-13","14:15:00+02:00",100,NA,NA,NA,NA,NA,NA
"228","1469675","2015-08-13","17:00:00+02:00",120,NA,NA,NA,NA,NA,NA
"229","1469675","2015-08-13","20:00:00+02:00",110,NA,NA,NA,NA,NA,NA
"230","1469675","2015-08-13","23:30:00+02:00",130,NA,NA,NA,NA,NA,NA
"231","1469675","2015-08-14","07:00:00+02:00",105,NA,NA,NA,NA,NA,NA
"232","1469675","2015-08-14","10:00:00+02:00",135,NA,NA,NA,NA,NA,NA
"233","1469675","2015-08-14","12:30:00+02:00",80,NA,NA,NA,NA,NA,NA
"234","1469675","2015-08-14","15:15:00+02:00",90,NA,NA,NA,NA,NA,NA
"235","1469675","2015-08-14","18:00:00+02:00",120,NA,NA,NA,NA,NA,NA
"236","1469675","2015-08-14","20:00:00+02:00",165,NA,NA,NA,NA,1800,NA
"237","1469675","2015-08-14","23:59:00+02:00",90,NA,NA,NA,NA,NA,NA
"238","1469675","2015-08-15","07:00:00+02:00",110,NA,NA,NA,NA,NA,NA
"239","1469675","2015-08-15","10:00:00+02:00",135,NA,NA,NA,NA,NA,NA
"240","1469675","2015-08-15","12:00:00+02:00",90,NA,NA,NA,NA,NA,NA
"241","1469675","2015-08-15","15:15:00+02:00",100,NA,NA,NA,NA,NA,NA
"242","1469675","2015-08-15","17:00:00+02:00",60,NA,NA,NA,NA,5400,NA
"243","1469675","2015-08-15","19:30:00+02:00",135,NA,NA,NA,NA,NA,NA
"244","1469675","2015-08-15","23:45:00+02:00",135,NA,NA,NA,NA,NA,NA
"245","1469675","2015-08-16","08:00:00+02:00",135,NA,NA,NA,NA,NA,NA
"246","1469675","2015-08-16","10:45:00+02:00",135,NA,NA,NA,NA,NA,NA
"247","1469675","2015-08-16","12:00:00+02:00",60,NA,NA,NA,NA,NA,NA
